,reviewerID,asin,reviewerName,unixReviewTime,reviewText,stars_rating,reviewTime,summary,title,price,imUrl,brand,description,key,topics,url,sentiment,subjectivity,review_length
281,A1JO68R14N4W6C,B00BGO0Q9O,Jan E. Johnson,1403654400,"I am an avid exerciser and purchased the Fitbit Flex from Amazon in February 2014. Today (6/25/14) it would not recharge after following the troubleshooting suggestions. The customer service with Fitbit was terrific! They are replacing the unit and when i told them the band had also broke two weeks ago, they are sending me a new band as well. So pleased that it went so smoothly to replace!!",5,25.06.2014,Customer service is top notch,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2506,return customer_service replace,www.amazon.com/gp/profile/A1JO68R14N4W6C,0.251893939,0.675757576,69
282,A24ICO449X5CE6,B00BGO0Q9O,Janels,1405209600,"This is an extremely dangerous product that has injured many. Most people think it is only the Fitbit Force that causes injury, but similar injuries for the Flex have been compiled and are disturbing.  The Flex causes rashes that then turn to burns which then ooze and last for months, and can cause permanent scarring.  The problem is that it hasn't been recalled as was the Force. Flexes also fall apart, like the Force. I can't use a link, but Google The Examiner article entitled "" How not to conduct a recall: Fitbit's Rash Decisions.",1,13.07.2014,"Very dangerous product causes injury, even if you don't have ""allergies""","Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2509,features other,www.amazon.com/gp/profile/A24ICO449X5CE6,-0.014285714,0.595238095,95
283,A11F3CJC1M70SY,B00BGO0Q9O,Janet Anderson,1404950400,"I tend to be a mope when it comes to exercise.  This silly little device somehow gets me moving.  Maybe because everything I do counts.  As the day goes on, my goal gets closer and I find myself taking a short walk or two to reach it.  I'm more aware of my hydration and eating as well.  The sleep monitor is fascinating.  The only problem I've encountered is that the wristband is prone to separating. I have tiny wrists and it's possible that it causes a tighter bend with more stress on the band.  What's really fun is if your friends also do Fitbit.  Nothing like a little competition and smack talk to get you going!",5,10.07.2014,So much fun!,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2514,love like best help_me,www.amazon.com/gp/profile/A11F3CJC1M70SY,0.110677083,0.58125,116
284,AJ6BTF0JU6QLQ,B00BGO0Q9O,Janet Rucker,1404691200,Lost the charge already but that is my fault.  Works well for sleep activity!,4,07.07.2014,Four Stars,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2528,features other,www.amazon.com/gp/profile/AJ6BTF0JU6QLQ,0,0,14
285,A3GLVM75IWMPA0,B00BGO0Q9O,Jane V. Lawson,1405296000,"1st Fitbit only worked for a week. Amazon replaced it free of charge, and #2 is working great. I was a little disappointed that you have to log all activities other than walking and running. I spend a lot of time on my bike and in yoga class and the Fitbit doesn't track it. Should have done some due diligence before buying, but would still recommend it.",3,14.07.2014,"Yes, but...","Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2533,return customer_service replace,www.amazon.com/gp/profile/A3GLVM75IWMPA0,0.001785714,0.65,67
286,A36BN5WTM69TAB,B00BGO0Q9O,Jane Wright,1405036800,The band broke close to where the chip inserted within 2 weeks.  It was also discovered that steps could be recorded by simply moving your arm.  This item will not be replaced.,1,11.07.2014,The band broke close to where the chip inserted within ...,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2534,activity-tracking running calories,www.amazon.com/gp/profile/A36BN5WTM69TAB,0,0.357142857,32
287,A1MM211DQQJUPF,B00BGO0Q9O,Janice H Welshans,1403481600,"A nice idea but the flex is very unreliable. I had trouble with dashboard features... the company did straighten that out . Now the battery won't take a charge... this would be it's fourth time charged,.. if it had charged. The wristband is easily loosened and it falls off.",2,23.06.2014,Fitbit Flex,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2542,charging battery,www.amazon.com/gp/profile/A1MM211DQQJUPF,0.206666667,0.466666667,49
288,AES0ELKL9LBGN,B00BGO0Q9O,Janie L Nehrbas,1403568000,I bought this for my husband to get an idea of how he sleeps. I liked it because it sounded like an in home sleep test. After a few days we found out that if you want the sleep &#34;test&#34; information you have to pay $49 per month. I have bee checking on this item for a year online and at a Brookstone store. That part was never mentioned. If you want to buy it regarding sleep information then save your money.,2,24.06.2014,the claims not disclosed,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2544,love like best help_me,www.amazon.com/gp/profile/AES0ELKL9LBGN,0.2,0.45,82
289,A2MZMT65W0DR9O,B00BGO0Q9O,Jason A.,1405209600,This Product has one major issue it want stay on!!  The band is held on by 2 metal pins and during the course of normal activity the pins can become loose causing the band to fall off your wrist.  The app and tracking tools all worked great and will help you stay on course to your goals but be aware its only a matter of time till your on a run and your band falls off.  I had my band fall off on a run 2 times and this last time it went unnoticed till it was too late. The last thing you want to worry about when working out is keeping track of your Fitbit for that reason I would recommend going with another product that can hold up better to normal Activity.,1,13.07.2014,Dont Waste your Money!!,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2556,band fall_off wrist,www.amazon.com/gp/profile/A2MZMT65W0DR9O,0.114227764,0.491880342,134
290,A1BVVEXV864PME,B00BGO0Q9O,javagal56,1404518400,"I got a fitbit for my birthday and it's didn't work so well, didn't seem to track my sleep, looking back just think it was flawed. I returned it and purchased a polar force, what a piece a junk, the app is terrible the only good thing is I could swim in it. Returned again and back to my fitbit flex, I love it works perfectly and is very easy to use. Just wish it was completely waterproof. Defiantly recommend",5,05.07.2014,the app is terrible the only good thing is I could swim in ...,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2564,wear work shower water,www.amazon.com/gp/profile/A1BVVEXV864PME,0.116363636,0.577272727,80
291,A37CXK3PHXEB5H,B00BGO0Q9O,"jaykaybee ""B2026""",1405728000,"I returned this item because I didn't realize it didn't work on it's own, but was very pleased of the easy of returning it. Absolutely &#34;no hassle.&#34;",5,19.07.2014,but was very pleased of the easy of returning it,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2571,return customer_service replace,www.amazon.com/gp/profile/A37CXK3PHXEB5H,0.470833333,0.933333333,27
292,A1VAC88Y5ZSDBR,B00BGO0Q9O,"J. Courbin ""Crazy Book Lady""",1405382400,"This isn't worth the money at all. It's essentially $100 for a glorified pedometer. The calorie counts are accurate only so long as you're walking or running. If you engage in any other type of activity, you might as well not be wearing it at all. As well, this is less than two months old and it's already stopped working. Save your money.",1,15.07.2014,This isn't worth the money at all. It's essentially ...,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2596,activity-tracking running calories,www.amazon.com/gp/profile/A1VAC88Y5ZSDBR,0.057291667,0.384375,63
293,A3428KL252QFGJ,B00BGO0Q9O,JDF3703,1404604800,"I bought this item on 8 Oct 2013.  It is now July 6, 2014 and the battery is dead and cannot be charged or some other issue is the cause but it will not take a charge.  I will not replace this item.  I want to want to see what other items are available before spending close to $100.00 again.  I enjoyed using the Flex until this recent incident.",2,06.07.2014,Lasted less than a year.,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2600,return customer_service replace,www.amazon.com/gp/profile/A3428KL252QFGJ,0.075,0.416666667,69
294,A1IK5QG9Q5UQB5,B00BGO0Q9O,"JD Limberger ""GEAHS GAMES""",1404691200,"I'm disappointed. I purchase this and fell in low with the device. I've used everyday and lost almost 8 lbs. On the flip side the item will not hold a charge nor sync to my cell phone. I returned and replace the first one because of syncing issues. I thought maybe wearing it in the shower did something. Anyways, my replacement fitbit is not sycning after 5 days. The new fitbit has never been near water.",2,07.07.2014,Company needs better quality control.,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2603,return customer_service replace,www.amazon.com/gp/profile/A1IK5QG9Q5UQB5,-0.077272727,0.472979798,76
295,A3VDA52R6QL6GV,B00BGO0Q9O,"J. Douwes ""literary dilettante""",1404950400,Strap isn't great quality. But it's not heart breaking to buy more than one color to have on hand for different outfits.,4,10.07.2014,Strap isn't great quality. But it's not heart breaking to buy ...,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2606,charging battery,www.amazon.com/gp/profile/A3VDA52R6QL6GV,0.433333333,0.616666667,22
296,A1X7UHGF5ZLXS0,B00BGO0Q9O,Jeffery K. Rubenstein,1405900800,"If you are a tiny bit nuts and a little neurotic like me, than a Fitbit will change your life.  I'm from Los Angeles but after spending five months in Mississippi, I gained 30 lbs!  I started logging food with MyFitnessPal and started losing lbs.  Then I read the David Sedaris article in the New Yorker and bought a Fitbit.  I must make my steps.  Helps if you have a dog to walk.  I do.  Around the neighborhood we go.  An extra block at first, then an extra walk.  Don't sweat a parking spot a bit further away and take the stairs.  Boom, 10,000 steps and a green happy face.  Win.  Feel better and the lbs are starting to come off.  Don't run to get this but walk, 10,000 steps.  I'm hooked and proud of myself.",5,21.07.2014,Crazy for Fitbit,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2625,activity-tracking running calories,www.amazon.com/gp/profile/A1X7UHGF5ZLXS0,0.219383741,0.445221445,136
297,A154HSANEQRQ1Y,B00BGO0Q9O,Jeffro02,1405814400,"This product barely supports most phones, and not Windows Phones in the slightest.  Fitbit products are known to causes rashes in many wearers.  I do not recommend their products.",2,20.07.2014,Not supported well,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2642,return customer_service replace,www.amazon.com/gp/profile/A154HSANEQRQ1Y,0.35,0.366666667,29
298,AX4SWX06ZBMAR,B00BGO0Q9O,Jenisan,1405382400,"I got a Fitbit for Christmas and splurged on the extra wristbands and Aria scale. It does help keep me motivated to exercise and be active every day (or most days). But after over seven months of use I am very disappointed with how the Fitbit system has held up. I have to fiddle with the Fitbit charger 10 or more times before it starts to charge; one of the wristbands completely has completely fallen apart and the others look pretty worn out (and I rotate between four of them so they don't get over-used); and our Aria scale stopped working a few weeks ago. Also, the iPhone app really sucks - you have to go through four or five steps to input exercise, the silent alarm takes over a minute to set, and the whole system is constantly offline for &#34;maintenance.&#34; I would not recommend this product to anyone - if I could return it I would. Thankfully we bought the Aria scale from REI so we can at least return that. I suggest waiting and seeing if Apple or another competitor comes up with something better.",1,15.07.2014,Cheaply made and doesn't hold up over time,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2651,return customer_service replace,www.amazon.com/gp/profile/AX4SWX06ZBMAR,0.016111111,0.440555556,188
299,A1Q970M5X17NWF,B00BGO0Q9O,Jenn,1404432000,"This is my first time using any sort of calorie tracker and I did a lot of research before I made my purchase. I like that the Fitbit is comfortable, not too big or bulky (I have tiny wrists). I also like the app for the most part it is a good product overall. I am a little disappointed with the data base for calorie tracking, it is not very accurate, and it is difficult to customize. I use my app (that I purchased prior) to track my calories and then just deduct it from my daily on the Fitbit app. I also do not like the fact that the exercise calorie counter is not very accurate (active calorie tracker). I work out 6 days a week and purchased this device because I am breastfeeding and need to stay on top of my calories, so accuracy is pretty important. I have to log most of my exercises and go into another app I have to manually count calories on some exercises (yoga, dance and fusion workouts) All that aside, I would recommend the device.  I think if they made a few tweaks to the app, it would be perfect.",4,04.07.2014,Great device for the price,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2653,activity-tracking running calories,www.amazon.com/gp/profile/A1Q970M5X17NWF,0.07370338,0.534440559,199
300,A2E0OM8QX88IS6,B00BGO0Q9O,Jennifer Costello,1403568000,"Have had many problems with it and the company wasn't much help. Not sure how accurate it is, would run for an 1 hour and it would say only 38 minutes registered.",2,24.06.2014,Not right for this girl!,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2660,activity-tracking running calories,www.amazon.com/gp/profile/A2E0OM8QX88IS6,0.17,0.644444444,32
301,AK7QEVVDG9BU,B00BGO0Q9O,Jennifer,1403827200,"I loved the fitbit, but a few months in the clasp ceased to function properly. It no longer remained latched and came off repeatedly. Sadly, it finally fell off while I was on the go and I was unable to find it this time around. The tracker and app are awesome, but without a wristband that stays attached this device is completely useless. I'm researching other brands and strongly encourage others to stay away from the fitbit flex unless they literally want to throw $100 down the drain.",1,27.06.2014,"Clasp fails, device lost","Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2664,band fall_off wrist,www.amazon.com/gp/profile/AK7QEVVDG9BU,0.065277778,0.509722222,88
302,A30AB0I1NG2XTO,B00BGO0Q9O,Jennifer,1405555200,"I've had this for close to a year now.  I wore it daily for about 7-8 months, stopped for awhile and picked back up recently.  In general, any fitness tracker like this (whether fitbit, jawbone, nike, etc) doesn't live up to the hype.  Value-wise, I think fitbit is a best buy if you are going to get one of these devices.The fitbit alone will not cause you to lose weight.  It's not a magic potion. Honestly, at first it is pretty cool.  You can use it to track your sleep, but I'm not really sure what you are going to do with that information because in general you probably already know your sleep habits.  It can be fun if you get some family or friends to &#34;compete&#34; in the rolling 7 day step count.  You can set a goal (ie default goal is 10,000 steps) and it will vibrate when you hit the goal.  That could be motivating.It comes with both a large & small band.  Generally women will wear the small band.  Mine broke after a few months (some don't even last that long).  Instead of shelling out $15 for a replacement, I just trimmed the large band so I could wear it.  There are some additional colors you can purchase.  I think there could be improvements to the band.  I have seen tons of comments about them breaking, although I have been pretty lucky.This doesn't track your heartrate and some activities won't really register anything (ie, if you are on an elliptical with stationary handles it doesn't give you any credit).Overall, I think it is cool at first but the allure wears off quickly.  Accuracy is debatable.  The app seems pretty limited (my husband has a Nike fuel band and their app is much better).  For the cost, I honestly think you are better off to just buy a $5 pedometer.  Heck - spring for a nice one, it will still be a fraction of the cost of these activity wristbands.",3,17.07.2014,any fitness tracker like this (whether fitbit,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2668,band fall_off wrist,www.amazon.com/gp/profile/A30AB0I1NG2XTO,0.173446446,0.494265233,333
303,AH48L839O4I86,B00BGO0Q9O,Jennifer S.,1404604800,"While shopping around I came across a review where the customer complained the Fitbit did not fasten securely and fell off their wrist.  I decided to ignore it and purchase one anyway due to all the other rave reviews....well, 3 months later and my Fitbit slipped off while I was out and about the city. It's a shame because it's a great product and I really enjoyed it while I owned it. Unfortunately, it has a major flaw.",2,06.07.2014,Not Secure Enough on Wrist,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2679,band fall_off wrist,www.amazon.com/gp/profile/AH48L839O4I86,0.079166667,0.5,78
304,A1EERBV9CC0DDT,B00BGO0Q9O,jeremy brisson,1403568000,"I hate to give this review as I love Amazon, but I had two of these shipped and both didn't work. First one worked a week and then gave out (called Fitbit customer service which confirmed it was defective). Second one would not sync. I went to Costco the same night I received the 2nd one that didn't work and it synced immediately so no it was not user error;) Good device when working I just wouldn't buy one through Amazon.",1,24.06.2014,Don't buy this from Amazon,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2688,return customer_service replace,www.amazon.com/gp/profile/A1EERBV9CC0DDT,0.144444444,0.506481481,81
305,A1I3PU1RNRZ64M,B00BGO0Q9O,Jerry J.,1403654400,Easy to set up.  I am finding myself more engaged in tracking the qualities  of daily living than ever before.,4,25.06.2014,Good Lifestyle Monitor,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2701,love recommend great,www.amazon.com/gp/profile/A1I3PU1RNRZ64M,0.311111111,0.444444444,20
306,A1WFLVGJOYA70L,B00BGO0Q9O,jessica demarce,1404864000,Fantastic product! It can integrate with any fitness app on the Samsung S5 phone... and I have recommended it to any friend who asks about it!!,5,09.07.2014,Fantastic product! It can integrate with any fitness app ...,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2706,data use monitor information,www.amazon.com/gp/profile/A1WFLVGJOYA70L,0.78125,0.9,26
307,A3NJEV9E3KJBYR,B00BGO0Q9O,Jessica Falbo,1403568000,"I loved my Fit bit, til 4 weeks later the product stopped working. Stopped charging stopped turning on. I regret buying it from Amazon since they don't stand behind any kind of warranty. There answer was that I was outside of my 30 day return policy and that they would make an exception for me this ONE time. I would understand a 30 day return policy if I didn't like the product but, it STOPPED WORKING COMPLETELY! I will never buy electronics from amazon again!",1,24.06.2014,Stopped Working within 34 days.,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2707,return customer_service replace,www.amazon.com/gp/profile/A3NJEV9E3KJBYR,0.208035714,0.464285714,85
308,AC4E99VT5LSH3,B00BGO0Q9O,Jessica Smith,1405468800,Flex has already quit working. It's not even a month old.,1,16.07.2014,One Star,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2718,wear work shower water,www.amazon.com/gp/profile/AC4E99VT5LSH3,0.1,0.2,11
309,AD505RA85FOJ7,B00BGO0Q9O,J Hagan,1405555200,It's great! Being able to track my sleep and getting the weekly activity log via email are awesome features!,5,17.07.2014,Love the fitbit!,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2730,goal lose calorie food exercise,www.amazon.com/gp/profile/AD505RA85FOJ7,0.833333333,0.791666667,19
310,A2VDRBQYMAQRSP,B00BGO0Q9O,jhelms54,1405209600,"This is my fourth fitbit device and I really cant live without it, the most important feature is the steps obviously, but the second most is the silent alarm which I use daily.  I really enjoy competing against friends and family too on step totals with the app.  I will mention that this is my second flex, I had the original for over a year before the unit cracked and the battery started to act funny. Also I seem to go through the straps in about 6 months so expect to purchase more.  I recently started to use NFC with an Android device which makes syncing quick and easy.",5,13.07.2014,Fourth Fitbit device and the Flex is my favorite.,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2734,data use monitor information,www.amazon.com/gp/profile/A2VDRBQYMAQRSP,0.223779461,0.424074074,109
311,A2U2G55CISB7UP,B00BGO0Q9O,J,1404518400,Great tracker of exercise in combination with the FitBit app.,5,05.07.2014,Five Stars,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2736,love recommend great,www.amazon.com/gp/profile/A2U2G55CISB7UP,0.8,0.75,10
312,A11X9XHLD1YI0E,B00BGO0Q9O,JHWatson,1405814400,"It has been great! It motivates you, you can compete against others, and the weekly update is an added bonus!",5,20.07.2014,It has been great! It motivates you,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2738,goal lose calorie food exercise,www.amazon.com/gp/profile/A11X9XHLD1YI0E,1,0.75,20
313,A3UUSYDJV9EEVG,B00BGO0Q9O,JHW,1405468800,"It is really not too much of an overstatement to say that getting the FitBit Flex has changed my life. My husband and I got two of these as anniversary gifts for each other about two months ago, and we have totally rethought our approach to exercise and being sedentary.  I am FitBit &#34;friends&#34; with a few real-life friends and family members, and it is really fun to compete with them to see who gets more steps in a day or in a week - I will absolutely get up off the couch and go for one more walk in the evening just to beat someone!  (Who knew I was this competitive?)  My clothes fit better, my posture is better, and the dog is totally thrilled with all the extra walks he is getting.  Highly recommend this product if you want motivation to get moving!",5,16.07.2014,FitBit Flex is amazing.,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2739,love like best help_me,www.amazon.com/gp/profile/A3UUSYDJV9EEVG,0.24,0.431,145
314,A1ZVMR32EY0FNQ,B00BGO0Q9O,Jim Rossman,1404259200,It keeps you moving!,5,02.07.2014,Five Stars,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2761,activity-tracking running calories,www.amazon.com/gp/profile/A1ZVMR32EY0FNQ,0,0,4
315,A3KRVHNZO18VWH,B00BGO0Q9O,jim shannon,1405641600,works just the way I hoped it would .,5,18.07.2014,Five Stars,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2762,love like best help_me,www.amazon.com/gp/profile/A3KRVHNZO18VWH,0,0,9
316,A2XPJTYKSFHNT9,B00BGO0Q9O,jimw,1405036800,"I love my Flex. I call it my personal trainer.  The major problem i find is the wrist band.  I find the clasp difficult to close and so far I have lost one wrist band during a walk.  I would love for the company to improve this clasp and to refund me the money from the first lost band.  I did purchase a second unit, but if this falls off I will be done.",4,11.07.2014,good trainer bad band,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2763,band fall_off wrist,www.amazon.com/gp/profile/A2XPJTYKSFHNT9,0.1140625,0.541666667,74
317,A18AF865M04MJ0,B00BGO0Q9O,JIR,1404950400,"This is just not a very good device.  In just four weeks the battery stopped charging, the syncing process is inconsistent and it just does not work well.  There are cheaper options out there that should be considered first.",1,10.07.2014,This is just not a very good device. In just four weeks the battery stopped ...,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2767,features other,www.amazon.com/gp/profile/A18AF865M04MJ0,-0.009615385,0.397435897,39
318,ADBG81ZG0O7SI,B00BGO0Q9O,Jitka,1404086400,"I got my Flex in violet at Target in February, and I still love it. Yes, it has limitations, but so does anything. I wear it almost constantly and I've yet to have a band break or fall off. There's a ridge on the clasp in the middle of the prongs, and the first side of the band has to be pushed past that before you can put the second side of the band on the clasp. Also, the plastic &#34;clasp&#34; that comes with the extra bands isn't meant to be used as a clasp; it's meant to hold the bands together in the packaging and that's it. (I've seen a LOT of people complain that the &#34;plastic clasp&#34; breaks.)I have sensitive skin and a nickel allergy, and I haven't had any rashes or irritation while wearing my Flex. I had an issue where the tracker wouldn't hold a charge for as long as it should, but I contacted Fitbit customer service and, once they asked the obvious questions, they sent me a whole new one. I ended up with an overabundance of bands, but on the Fitbit website there's a message board to trade bands with other Flex users, so I traded the two small violet bands I had for larges in other colors I wanted.Someone complained that the Flex retains a lot of water after showering with it on. It does, but it's a good idea to take it off and dry out the tracker and the inside of the band anyway so the charging contacts don't get corroded. I wore mine to the Color Run, and it still works just fine after being caked with colored corn starch, with no staining of the band at all. My shoes did not escape staining nearly so well!I have a 6 year old who seems to think everything is indestructible, and he LOVES to mess with my Fitbit, so the fact that I haven't had a band break on me actually means something. I have a small teal band that I wore a while (before I realized that the larges are more comfortable for me), and it shows some wear, but it's not anywhere close to breaking; mostly the corners have rounded off a bit.I like that the Flex keeps track of my steps throughout the day. I've tried other pedometers, and they get caught on things and pop off; I lost several that way. The sleep tracker is nice, too, and I like that I can sync my Fitbit with other apps like SparkPeople, MyFitnessPal, Nexercise, and EveryMove; it saves me the trouble of having to enter my steps manually.As long as you know what you're getting and you keep your expectations realistic, this is a great tracker.",5,30.06.2014,Fibit Flex works great for what I want.,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2768,wear work shower water,www.amazon.com/gp/profile/ADBG81ZG0O7SI,0.096515152,0.39512987,459
319,A1U7JAEGSYLJE4,B00BGO0Q9O,"J. J. Boutall ""jboutall""",1404604800,"I've had this for 2 months, and it stopped working.  It's battery no longer holds a charge.  I would expect something that cost me $99, would last longer than 2 months.",1,06.07.2014,It quit working after 2 months!,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2769,return customer_service replace,www.amazon.com/gp/profile/A1U7JAEGSYLJE4,0,0.066666667,31
320,A1OHLGND1N5BUZ,B00BGO0Q9O,jjga,1404691200,"Disappointing. Fitbit seems to keep track, but to access information I always need to use my phone. There are blinking lights that are supposed to have some meaning, but I haven't a clue what these codes represent. Also, instructions and explanations are minimal. Product would be far more beneficial if it displayed information on the wristband and came with a manual &#34;Fitbit for Dummies.&#34;",1,07.07.2014,Useless Wrist Adornment,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2771,data use monitor information,www.amazon.com/gp/profile/A1OHLGND1N5BUZ,-0.025,0.7,64
321,ANVVFQGFJW8FQ,B00BGO0Q9O,jkrau,1405814400,"Great product. Easy to track steps, fairly accurate. Kills my phone battery with the Bluetooth. And I'll want to use it day and night (for walking/sleeping) and then not want to or forget to charge it and then it will sit unused for weeks in my drawer. Wish it had an ankle connector like a sensor you clip onto your sock so it could also track biking/spinning.",4,20.07.2014,"Good for walking + sleep, annoying to charge","Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,2775,wear work shower water,www.amazon.com/gp/profile/ANVVFQGFJW8FQ,0.544444444,0.738888889,67
